"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1189","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","1191","Validate No Replay Back for Add Contact","API Automation Suite","2026-08-20","broken","2026-08-20","com.cheq.application.tests.contactlist.contactmanagement.ConcurrentAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ConcurrentAddContactTest","testConcurrentRequests"
"","480","Verify HTTP requests are redirected to HTTPS","API Automation Suite","2026-08-20","failed","2026-08-20","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","testHttpEnforcement"
"","2412","Validate Successful read user","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","testReadUser"
"","2296","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","2367","Validate Successful update user","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","testUpdateUser"
"","1158","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1461","Validate Successful user creation","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","testSuccessfulUserSignup"
"","1270","Validate Successful User logged in","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.authentication.LoginSuccessfulTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.LoginSuccessfulTest","testSuccessfulUserLogin"
"","1135","Verify TLS 1.2 connections are accepted","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","testTls12IsAccepted"
"","2333","Validate_Created_for_Valid_Contact_Details","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","3495","Validate Successful Delete Contact","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","testDeleteContactSuccessfully"
"","1122","Validate_Bad_Request_error_for_Duplicate_Email","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","2400","Validate Successful Add Contact","API Automation Suite","2026-08-20","passed","2026-08-20","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","testAddContactSuccessfully"
"","7","Validate No Replay Back for Create User","API Automation Suite","2026-08-20","broken","2026-08-20","com.cheq.application.tests.contactlist.usermanagement.ConcurrentAddUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ConcurrentAddUserTest","testConcurrentRequests"
