"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1126","TC-Security-003 - Verify TLS 1.2 connections are accepted","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.securitymanagement.TlsSecurityTest","testTls12IsAccepted"
"","1147","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1138","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","3185","TC-Plaid-Auth-002 - Validate successful creation of Public Token","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.plaid.auth.CreatePublicTokenTest","API Test Suite","com.cheq.application.tests.plaid.auth.CreatePublicTokenTest","testCreatePublicTokenSuccessfully"
"","2434","TC-User-006 - Validate Successful update user","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","testUpdateUser"
"","2363","TC-Auth-003 - Validate Successful User Logged out","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.LogoutSuccessfulTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.LogoutSuccessfulTest","testSuccessfulUserLogout"
"","4193","TC-Auth-001 - Validated Invalid Token Test","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.InvalidTokenTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.InvalidTokenTest","invalidTokenTest"
"","3528","TC-Contact-004 - Validate Successful Delete Contact","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","testDeleteContactSuccessfully"
"","1207","TC-User-002 - Validate Successful user creation","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","testSuccessfulUserSignup"
"","2472","TC-User-005 - Validate Successful read user","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","testReadUser"
"","2358","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","1174","Validate_Bad_Request_error_for_Invalid_Email_Format","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1161","Validate_Bad_Request_error_for_Empty_FirstName","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","2549","Validate_Bad_Request_error_for_Invalid_Date_Format","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","1127","Validate_Bad_Request_error_for_Empty_Password","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","3701","TC-Contact-006 - Validate Successful Read Contact","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.contactmanagement.ReadContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ReadContactTest","testReadContactSuccessfully"
"","2375","TC-Contact-003 - Validate Successful Add Contact","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","testAddContactSuccessfully"
"","1194","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-23","passed","2026-08-23","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
